classified,count,hex_x,title,body,msg,system,time,hex_y,planned work,error,test,pre-launch,police,accident,unplanned service change,contingency,planned service change,retraction,fire,buses replace trains,unauthorized vehicle,end disruption,flooding,power outage,signal,government,traffic,road conditions,high volume,service enhancement,station rehab,maintenance,equipment problem,unauthorized person,event,sick customer,update,non service,construction,weather,other agencies,other
planned service change,316352,4d3c0,F Line - Weekday and Weekend Planned Service Changes,"         DAYS 9:45 AM to 3 PM,  Monday,  Apr 11 9:45 AM to 3 PM,  Friday,  Apr 15 Coney Island-bound F trains run express from Smith-9 Sts to Church Av.  NIGHTS 9:45 PM to 5 AM,  Mon to Fri,  Apr 11 - 15 Manhattan-bound F trains skip Sutphin Blvd,  Briarwood,  and 75 Av.  10 PM to 5 AM,  Mon to Fri,  Apr 11 - 15 179 St-bound F trains run local from 21 St-Queensbridge to 71 Av.  12:15 AM to 5 AM,  Tue to Fri,  Apr 12 - 15 F service operates in two sections: 1. Between 179 St and Jay St-MetroTech,  and via the A to/from Hoyt-Schermerhorn Sts. 2. Between Stillwell Av and Bergen St,  and via the G to/from Bedford-Nostrand Avs.  Transfer at Hoyt-Schermerhorn Sts to continue your trip.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  12:15 AM to 5 AM,  Tue to Fri,                           4/8/16 4:55 PM             NYC           ","DAYS 9:45 AM to 3 PM,  Monday,  Apr 11 9:45 AM to 3 PM,  Friday,  Apr 15 Coney Island-bound F trains run express from Smith-9 Sts to Church Av.  NIGHTS 9:45 PM to 5 AM,  Mon to Fri,  Apr 11 - 15 Manhattan-bound F trains skip Sutphin Blvd,  Briarwood,  and 75 Av.  10 PM to 5 AM,  Mon to Fri,  Apr 11 - 15 179 St-bound F trains run local from 21 St-Queensbridge to 71 Av.  12:15 AM to 5 AM,  Tue to Fri,  Apr 12 - 15 F service operates in two sections: 1. Between 179 St and Jay St-MetroTech,  and via the A to/from Hoyt-Schermerhorn Sts. 2. Between Stillwell Av and Bergen St,  and via the G to/from Bedford-Nostrand Avs.  Transfer at Hoyt-Schermerhorn Sts to continue your trip.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,4/8/16 16:55,4d3c0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,452835,6e8e3,W Line - Weekday Planned Service Change,"         10 AM to 3 PM,  Wed to Fri,  Aug 30 - Sep 1W trains run every 20 minutes; No trains between 57 St-7 Av and Ditmars Blvd,  due to track maintenance.Take the N instead.W service operates between Whitehall St and 57 St-7 Av,  and via the Q to/from 96 St. Transfer between N and W trains at Times Sq-42 St.Note: Coney Island-bound N trains skip 30 Av,  Broadway,  36 Av,  and 39 Av during this time.                          8/25/17 4:20 PM             NYC           ","10 AM to 3 PM,  Wed to Fri,  Aug 30 - Sep 1W trains run every 20 minutes; No trains between 57 St-7 Av and Ditmars Blvd,  due to track maintenance.Take the N instead.W service operates between Whitehall St and 57 St-7 Av,  and via the Q to/from 96 St. Transfer between N and W trains at Times Sq-42 St.Note: Coney Island-bound N trains skip 30 Av,  Broadway,  36 Av,  and 39 Av during this time.",NYC,8/25/17 16:20,6e8e3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,191434,2ebca,2 Line _研 Weekend Planned Service Changes,"         3:45 AM Sat to 10 PM Sun,  Oct 11 _研 12 241 St-bound 2 service runs express from 3 Av-149 St to E 180 St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  11:45 PM Fri to 5 AM Mon,  Oct 10 _研 13 Flatbush Av-bound 2 service runs express from Atlantic Av-Barclays Ctr to Franklin Av.                           10/9/14 4:24 PM             NYC           ","3:45 AM Sat to 10 PM Sun,  Oct 11 _研 12 241 St-bound 2 service runs express from 3 Av-149 St to E 180 St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  11:45 PM Fri to 5 AM Mon,  Oct 10 _研 13 Flatbush Av-bound 2 service runs express from Atlantic Av-Barclays Ctr to Franklin Av.",NYC,10/9/14 16:24,2ebca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,453943,6ed37,2 Line - Weekend Planned Service Changes,"         Beginning 11:45 PM Friday,  until Spring 2018 (Weekends)No 2 service in Brooklyn and 2 service is rerouted downtown,  due to tunnel reconstruction.Take the 4/5/N/Q or R.In Brooklyn:5 service extended to Flatbush Av to replace the 2.4 and 5 service run local in Brooklyn. No trains at Clark St and Hoyt St stations; use nearby Borough Hall and Nevins St 4/5 stations. Transfer at Atlantic Av-Barclays Ctr for N/Q/R to Manhattan.In Manhattan:2 service runs between the Bronx and South Ferry,  making local stops between 34 St-Penn Station and South Ferry. No trains at Park Place and Wall St stations; use nearby Brooklyn Bridge and Wall St 4/5 stations. Free out-of-system transfer available between South Ferry 1/2 and Bowling Green 4/5. Transfer between the 1/2 and R at South Ferry-Whitehall St. Transfer at Times Sq-42 St for N/Q/R to Brooklyn.WEEKEND11:45 PM Fri to 5 AM Tue,  Sep 1 - 5No 2 service between 241 St and Nereid Av,  due to track maintenance.2 service operates between South Ferry and E 180 St (5 service runs to Nereid Av).Bx39 buses (free shuttle buses overnight) provide alternate service. Transfer between buses and 5 service at Nereid Av.                          8/31/17 4:01 PM             NYC           ","Beginning 11:45 PM Friday,  until Spring 2018 (Weekends)No 2 service in Brooklyn and 2 service is rerouted downtown,  due to tunnel reconstruction.Take the 4/5/N/Q or R.In Brooklyn:5 service extended to Flatbush Av to replace the 2.4 and 5 service run local in Brooklyn. No trains at Clark St and Hoyt St stations; use nearby Borough Hall and Nevins St 4/5 stations. Transfer at Atlantic Av-Barclays Ctr for N/Q/R to Manhattan.In Manhattan:2 service runs between the Bronx and South Ferry,  making local stops between 34 St-Penn Station and South Ferry. No trains at Park Place and Wall St stations; use nearby Brooklyn Bridge and Wall St 4/5 stations. Free out-of-system transfer available between South Ferry 1/2 and Bowling Green 4/5. Transfer between the 1/2 and R at South Ferry-Whitehall St. Transfer at Times Sq-42 St for N/Q/R to Brooklyn.WEEKEND11:45 PM Fri to 5 AM Tue,  Sep 1 - 5No 2 service between 241 St and Nereid Av,  due to track maintenance.2 service operates between South Ferry and E 180 St (5 service runs to Nereid Av).Bx39 buses (free shuttle buses overnight) provide alternate service. Transfer between buses and 5 service at Nereid Av.",NYC,8/31/17 16:01,6ed37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
planned service change,291587,47303,4 Line - Weekend and Weekday Planned Service Changes,"         NIGHTS 12:01 AM to 6 AM,  Sat,  Dec 19 12:01 AM to 8 AM,  Sun,  Dec 20 12:01 AM to 5 AM,  Mon,  Dec 21 4 service operates in two sections: 1. Between Woodlawn and 125 St. 2. Between 125 St and New Lots Av.  Transfer at 125 St to continue your trip.  11:45 PM Fri to 6 AM Sat,  Dec 18 - 19 11:45 PM Sat to 8 AM Sun,  Dec 19 - 20 11:45 PM Sun to 5 AM Mon,  Dec 20 - 21 Downtown 4 service runs express from 125 St to Grand Central-42 St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  Beginning 12:01 AM,  Sat to Mon,  Dec 19 - 21 Uptown 4 service runs local from Grand Central-42 St to 125 St.  11:45 PM Fri to 6 AM Sat,  Dec 18 - 19 11:45 PM Sat to 8 AM Sun,  Dec 19 - 20 11:45 PM Sun to 5 AM Mon,  Dec 20 - 21 Manhattan-bound 4 service skips 138 St-Grand C                          12/17/15 4:15 PM             NYC           ","NIGHTS 12:01 AM to 6 AM,  Sat,  Dec 19 12:01 AM to 8 AM,  Sun,  Dec 20 12:01 AM to 5 AM,  Mon,  Dec 21 4 service operates in two sections: 1. Between Woodlawn and 125 St. 2. Between 125 St and New Lots Av.  Transfer at 125 St to continue your trip.  11:45 PM Fri to 6 AM Sat,  Dec 18 - 19 11:45 PM Sat to 8 AM Sun,  Dec 19 - 20 11:45 PM Sun to 5 AM Mon,  Dec 20 - 21 Downtown 4 service runs express from 125 St to Grand Central-42 St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  Beginning 12:01 AM,  Sat to Mon,  Dec 19 - 21 Uptown 4 service runs local from Grand Central-42 St to 125 St.",NYC,12/17/15 16:15,47303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,366178,59662,R Line - Weekend Planned Service Change,"         6:30 AM to 12 midnight,  Sat and Sun,  Oct 15 - 1671 Av-bound R trains run express from Queens Plaza to 71 Av.                          10/13/16 4:10 PM             NYC           ","6:30 AM to 12 midnight,  Sat and Sun,  Oct 15 - 1671 Av-bound R trains run express from Queens Plaza to 71 Av.",NYC,10/13/16 16:10,59662,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,424373,679b5,2 Line - Weekend Planned Service Change,"         NIGHTS11:45 PM to 6:30 AM,  Fri to Sun,  May 12 - 1411:45 PM Sun to 5 AM Mon,  May 14 - 15Uptown 2 service runs express from Chambers St to 72 St,  due to track maintenance.                          5/11/17 4:31 PM             NYC           ","NIGHTS11:45 PM to 6:30 AM,  Fri to Sun,  May 12 - 1411:45 PM Sun to 5 AM Mon,  May 14 - 15Uptown 2 service runs express from Chambers St to 72 St,  due to track maintenance.",NYC,5/11/17 16:31,679b5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,446579,6d073,M Line - Weekend and Weekday Planned Service Change,"         All times until September 1,  2017No M trains between Metropolitan Av and Myrtle Av,  due to viaduct reconstruction.Free shuttle buses provide alternate service.M service operates between 71 Av and Myrtle Av,  and via the J to/from Broadway Junction,  days/evenings*.Free shuttle buses operate along three routes:1. Local between Myrtle Av and Fresh Pond Rd,  making all M stops.2. Local between Myrtle Av and Metropolitan Av,  making all M stops (Fresh Pond Rd,  evenings/nights only).3. Express between Flushing Av J and Metropolitan Av,  stopping at Jefferson St L and Fresh Pond Rd at Metropolitan Av. Transfer between trains and free shuttle buses at Myrtle Av J/M/Z,  Flushing Av J/M,  Myrtle-Wyckoff Avs L and Jefferson St L.*Sat and Sun (days only): M service operates between Delancey-Essex Sts and Broadway Junction.Note: J/M/Z trains run local in both directions between Broadway Junction and Marcy Av (Z weekdays only).                          7/27/17 4:54 PM             NYC           ","All times until September 1,  2017No M trains between Metropolitan Av and Myrtle Av,  due to viaduct reconstruction.Free shuttle buses provide alternate service.M service operates between 71 Av and Myrtle Av,  and via the J to/from Broadway Junction,  days/evenings*.Free shuttle buses operate along three routes:1. Local between Myrtle Av and Fresh Pond Rd,  making all M stops.2. Local between Myrtle Av and Metropolitan Av,  making all M stops (Fresh Pond Rd,  evenings/nights only).3. Express between Flushing Av J and Metropolitan Av,  stopping at Jefferson St L and Fresh Pond Rd at Metropolitan Av. Transfer between trains and free shuttle buses at Myrtle Av J/M/Z,  Flushing Av J/M,  Myrtle-Wyckoff Avs L and Jefferson St L.*Sat and Sun (days only): M service operates between Delancey-Essex Sts and Broadway Junction.Note: J/M/Z trains run local in both directions between Broadway Junction and Marcy Av (Z weekdays only).",NYC,7/27/17 16:54,6d073,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
planned service change,225815,37217,6 Line _研 Weekday and Weeknight Planned Service Changes,"         DAYS 10:30 AM to 3 PM,  Mon to Fri,  Mar 16 _研 20 The last stop for some 6 service headed toward Pelham Bay Park is 3 Av-138 St. _癣 To continue your trip,  transfer at 3 Av-138 St to a Pelham Bay Park-bound 6.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  10:30 AM to 3 PM,  Mon to Fri,  Mar 16 _研 20 6 express service runs local in both directions between 3 Av-138 St and Parkchester.  All times until Spring 2015 6 service skips Zerega Av and Buhre Av in both directions. _癣 To/from Zerega Av,  use the Bx4 and/or shuttle buses to connect between Zerega Av and Castle Hill Av; free transfer is available with MetroCard. _癣 To/from Buhre Av,  use the Bx8,  Bx24,  and/or shuttle buses to connect between Buhre Av and Middletown Rd or Pelham Bay Park.  Fr                          3/13/15 4:27 PM             NYC           ","DAYS 10:30 AM to 3 PM,  Mon to Fri,  Mar 16 _研 20 The last stop for some 6 service headed toward Pelham Bay Park is 3 Av-138 St. _癣 To continue your trip,  transfer at 3 Av-138 St to a Pelham Bay Park-bound 6.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  10:30 AM to 3 PM,  Mon to Fri,  Mar 16 _研 20 6 express service runs local in both directions between 3 Av-138 St and Parkchester.  All times until Spring 2015 6 service skips Zerega Av and Buhre Av in both directions. _癣 To/from Zerega Av,  use the Bx4 and/or shuttle buses to connect between Zerega Av and Castle Hill Av; free transfer is available with MetroCard. _癣 To/from Buhre Av,  use the Bx8,  Bx24,  and/or shuttle buses to connect between Buhre Av and Middletown Rd or Pelham Bay Park.",NYC,3/13/15 16:27,37217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,264854,40a96,Q Line _研 Weekend and Holiday Planned Service Change,"         11:15 PM Fri to 5 AM Tue,  Sep 4 _研 8 Manhattan-bound Q trains run express from Kings Hwy to Prospect Park.                          9/3/15 4:40 PM             NYC           ","11:15 PM Fri to 5 AM Tue,  Sep 4 _研 8 Manhattan-bound Q trains run express from Kings Hwy to Prospect Park.",NYC,9/3/15 16:40,40a96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,361964,585ec,M Line - Weekend Planned Service Changes,"         6:30 AM to 11 PM,  Saturday,  Oct 18 AM to 10 PM,  Sunday,  Oct 2M trains run every 20 minutes.Manhattan-bound M trains run express from Myrtle Av to Marcy Av.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.                          9/29/16 4:23 PM             NYC           ","6:30 AM to 11 PM,  Saturday,  Oct 18 AM to 10 PM,  Sunday,  Oct 2M trains run every 20 minutes.Manhattan-bound M trains run express from Myrtle Av to Marcy Av.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,9/29/16 16:23,585ec,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,216347,34d1b,5 Line _研 Weekend Planned Service Change,"         6 AM to 11 PM,  Sat and Sun,  Feb 7 _研 8 No 5 service between E 180 St and Bowling Green _研 take the 2 and/or 4. 5 service operates all weekend between Dyre Av and E 180 St. _癣 For service between E 180 St and 3 Av-149 St,  use the 2. _癣 For service between 3 Av-149 St and 149 St-Grand Concourse,  take the 149 St shuttle bus. _癣 For service between 149 St-Grand Concourse and Bowling Green,  use the 4. _癣 Transfer between trains at E 180 St; transfer between trains and buses at 3 Av-149 St and/or 149 St-Grand Concourse. Note: No 2 service between 3 Av-149 St and 96 St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.                            2/5/15 4:20 PM             NYC           ","6 AM to 11 PM,  Sat and Sun,  Feb 7 _研 8 No 5 service between E 180 St and Bowling Green _研 take the 2 and/or 4. 5 service operates all weekend between Dyre Av and E 180 St. _癣 For service between E 180 St and 3 Av-149 St,  use the 2. _癣 For service between 3 Av-149 St and 149 St-Grand Concourse,  take the 149 St shuttle bus. _癣 For service between 149 St-Grand Concourse and Bowling Green,  use the 4. _癣 Transfer between trains at E 180 St; transfer between trains and buses at 3 Av-149 St and/or 149 St-Grand Concourse. Note: No 2 service between 3 Av-149 St and 96 St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,2/5/15 16:20,34d1b,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
